date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,subscribers,video_thumbnail_impressions,video_thumbnail_impressions_ctr,estimated_unique_viewers,estimated_partner_revenue,estimated_partner_ad_revenue,youtube_ad_revenue,estimated_partner_adsense_revenue,ad_impressions,cpm,playback_based_cpm,estimated_monetized_playbacks,likes,dislikes,shares,card_clicks,cards_shown,card_teaser_clicks,card_teasers_shown,end_screen_element_clicks,end_screen_elements_shown
2018-05-31,18.1853,17,1.0697,13.9833,0,280,5.3571,11,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0
2018-06-01,63.0412,26,2.4247,31.6949,0,312,6.4103,25,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,12
2018-06-02,71.2913,18,3.9606,51.7729,0,271,2.952,18,0.0,0.0,0.0,0.0,0,,,0,-1,0,0,0,0,0,0,0,10
2018-06-03,96.0804,25,3.8432,50.2381,0,234,5.5556,23,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,9
2018-06-04,39.2914,17,2.3113,30.2125,0,258,4.2636,17,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,6
2018-06-05,75.3526,24,3.1397,41.0417,0,271,7.0111,20,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,8
2018-06-06,64.4472,23,2.802,36.6281,0,195,6.6667,20,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,4
2018-06-07,26.3787,18,1.4655,19.1567,0,270,5.1852,17,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,2
2018-06-08,47.7047,13,3.6696,47.9685,0,259,2.7027,13,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,7
2018-06-09,48.3127,18,2.684,35.0855,0,271,2.583,14,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,6
2018-06-10,64.8619,22,2.9483,38.5394,0,336,4.7619,21,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,6
2018-06-11,65.3006,21,3.1096,40.6477,0,284,3.8732,18,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,7
2018-06-12,67.8847,26,2.611,34.1301,0,305,5.5738,24,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,1,12
2018-06-13,83.0988,29,2.8655,37.4572,0,268,7.8358,23,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,1,7
2018-06-14,49.8419,27,1.846,24.1307,0,296,6.4189,20,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,4
2018-06-15,121.3061,41,2.9587,38.6756,0,346,9.2486,34,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,11
2018-06-16,28.9816,16,1.8114,23.6778,0,295,3.7288,14,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,1,6
2018-06-17,68.3073,24,2.8461,37.2044,0,302,5.298,20,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,3
2018-06-18,65.2789,25,2.6112,34.1327,0,318,4.4025,20,0.0,0.0,0.0,0.0,0,,,0,2,0,0,0,0,0,0,0,6
2018-06-19,50.6839,24,2.1118,27.6056,0,310,7.0968,17,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,6
2018-06-20,73.4903,30,2.4497,32.0219,0,342,6.4327,20,0.0,0.0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,6
2018-06-21,37.8146,16,2.3634,30.8943,0,232,4.7414,13,0.005,0.005,0.009,0.005,7,1.286,1.5,6,0,0,0,0,0,0,0,0,0
2018-06-22,34.0345,20,1.7017,22.2448,0,316,5.6962,10,0.003,0.003,0.006,0.003,6,1.0,1.0,6,0,0,0,0,0,0,0,0,3
2018-06-23,55.45,27,2.0537,26.8458,0,306,6.2092,17,0.002,0.002,0.003,0.002,13,0.231,0.3,10,0,0,0,0,0,0,0,0,6
2018-06-24,56.2854,28,2.0102,26.2771,0,306,7.1895,16,0.001,0.001,0.003,0.001,12,0.25,0.5,6,2,0,0,0,0,0,0,0,8
2018-06-25,65.9075,25,2.6363,34.4614,0,229,7.8603,20,0.002,0.002,0.004,0.002,15,0.267,0.308,13,0,0,0,0,0,0,0,0,11
2018-06-26,69.1595,18,3.8422,50.2247,0,182,4.9451,16,0.014,0.014,0.026,0.014,12,2.167,2.167,12,0,0,0,0,0,0,0,1,15
2018-06-27,22.7658,12,1.8971,24.7994,0,151,1.9868,9,0.002,0.002,0.004,0.002,3,1.333,1.333,3,0,0,0,0,0,0,0,0,2
2018-06-28,39.7691,21,1.8938,24.7551,0,157,6.3694,15,0.015,0.015,0.027,0.015,11,2.455,3.0,9,0,0,0,0,0,0,0,0,6
2018-06-29,25.8118,13,1.9855,25.9546,0,193,2.0725,12,0.007,0.007,0.012,0.007,13,0.923,1.2,10,0,0,0,0,0,0,0,0,3
2018-06-30,78.7934,24,3.2831,42.9158,0,161,8.0745,22,0.004,0.004,0.007,0.004,18,0.389,0.538,13,0,0,0,0,0,0,0,0,13
2018-07-01,61.9178,19,3.2588,42.5991,0,174,6.8966,18,0.001,0.001,0.001,0.001,9,0.111,0.167,6,0,0,0,0,0,0,0,1,8
2018-07-02,30.993,19,1.6312,21.323,0,225,7.1111,17,0.003,0.003,0.005,0.003,4,1.25,1.25,4,0,0,0,0,0,0,0,0,0
2018-07-03,47.7158,17,2.8068,36.6903,0,171,3.5088,16,0.003,0.003,0.006,0.003,14,0.429,1.0,6,0,0,0,0,0,0,0,0,6
2018-07-04,57.3086,30,1.9103,24.9711,1,193,9.8446,18,0.001,0.001,0.002,0.001,21,0.095,0.143,14,1,0,0,0,0,0,0,0,0
2018-07-05,94.1217,32,2.9413,38.4484,1,210,11.4286,22,0.003,0.003,0.006,0.003,9,0.667,1.0,6,0,1,0,0,0,0,0,0,15
2018-07-06,77.9388,19,4.1021,53.6215,0,177,7.3446,17,0.004,0.004,0.007,0.004,12,0.583,0.875,8,0,0,0,0,0,0,0,0,8
2018-07-07,71.1936,37,1.9242,25.1523,0,235,11.9149,18,0.004,0.004,0.007,0.004,14,0.5,0.636,11,1,0,0,0,0,0,0,1,8
2018-07-08,51.3939,21,2.4473,31.9912,0,233,3.0043,16,0.021,0.021,0.038,0.021,9,4.222,7.6,5,0,0,0,0,0,0,0,0,2
2018-07-09,51.318,19,2.7009,35.3065,0,273,4.7619,16,0.002,0.002,0.003,0.002,14,0.214,0.273,11,0,0,0,0,0,0,0,0,8
2018-07-10,81.478,33,2.469,32.2749,0,281,7.1174,25,0.019,0.019,0.035,0.019,10,3.5,3.889,9,0,0,0,0,0,0,0,0,8
2018-07-11,99.9358,26,3.8437,50.2443,0,254,5.9055,22,0.01,0.01,0.017,0.01,22,0.773,1.133,15,0,0,0,0,0,0,0,0,10
2018-07-12,95.6627,28,3.4165,44.6605,0,233,7.7253,25,0.01,0.01,0.018,0.01,23,0.783,1.2,15,1,1,0,0,0,0,0,0,12
2018-07-13,101.3522,31,3.2694,42.7376,0,204,8.8235,23,0.002,0.002,0.004,0.002,15,0.267,0.333,12,0,0,0,0,0,0,0,0,12
2018-07-14,33.0196,12,2.7516,35.969,0,222,3.6036,12,0.003,0.003,0.005,0.003,9,0.556,0.556,9,0,0,0,0,0,0,0,0,2
2018-07-15,90.5826,29,3.1235,40.8306,0,184,8.6957,18,0.003,0.003,0.006,0.003,24,0.25,0.462,13,2,0,0,0,0,0,0,0,10
2018-07-16,63.3874,18,3.5215,46.033,0,251,5.9761,17,0.002,0.002,0.004,0.002,7,0.571,0.667,6,0,0,0,0,0,0,0,0,10
2018-07-17,71.5725,29,2.468,32.2617,0,251,6.7729,23,0.006,0.006,0.011,0.006,17,0.647,1.0,11,0,0,0,0,0,0,0,0,3
2018-07-18,85.8695,23,3.7334,48.8033,0,260,4.6154,22,0.003,0.003,0.005,0.003,24,0.208,0.385,13,0,0,0,0,0,0,0,0,8
2018-07-19,33.8876,11,3.0807,40.2704,0,235,2.5532,11,0.002,0.002,0.003,0.002,6,0.5,0.75,4,0,0,0,0,0,0,0,0,4
2018-07-20,56.0996,21,2.6714,34.9204,0,217,4.1475,20,0.005,0.005,0.009,0.005,13,0.692,1.0,9,1,0,0,0,0,0,0,0,2
2018-07-21,65.7078,26,2.5272,33.0356,0,188,6.383,21,0.007,0.007,0.013,0.007,21,0.619,0.684,19,0,0,0,0,0,0,0,0,2
2018-07-22,51.7979,32,1.6187,21.1593,0,264,7.197,29,0.008,0.008,0.015,0.008,26,0.577,0.833,18,1,0,0,0,0,0,0,0,8
2018-07-23,59.8144,23,2.6006,33.9951,0,331,3.9275,21,0.009,0.009,0.016,0.009,29,0.552,0.842,19,0,0,0,0,0,0,0,0,0
2018-07-24,51.0786,25,2.0431,26.7078,0,306,4.902,21,0.005,0.005,0.01,0.005,19,0.526,0.769,13,1,0,0,0,0,0,0,1,4
2018-07-25,58.5916,18,3.2551,42.5502,0,305,2.2951,16,0.02,0.02,0.036,0.02,19,1.895,2.4,15,0,0,0,0,0,0,0,0,8
2018-07-26,89.3315,25,3.5733,46.7093,0,246,6.9106,21,0.044,0.044,0.081,0.044,25,3.24,5.4,15,0,0,0,0,0,0,0,0,15
2018-07-27,51.0216,19,2.6854,35.1026,0,172,7.5581,18,0.012,0.012,0.023,0.012,14,1.643,2.3,10,0,0,0,0,0,0,0,0,5
2018-07-28,65.9198,22,2.9964,39.168,0,225,5.3333,20,0.006,0.006,0.01,0.006,21,0.476,0.625,16,0,0,0,0,0,0,0,0,2
2018-07-29,24.3517,16,1.522,19.8952,1,280,5.3571,12,0.005,0.005,0.01,0.005,17,0.588,1.0,10,1,0,0,0,0,0,0,0,2
2018-07-30,91.7638,23,3.9897,52.1534,0,270,6.2963,22,0.004,0.004,0.008,0.004,26,0.308,0.533,15,0,0,0,0,0,0,0,0,12
2018-07-31,69.4633,32,2.1707,28.3755,0,304,7.8947,26,0.021,0.021,0.038,0.021,21,1.81,2.235,17,1,0,0,0,0,0,0,0,8
2018-08-01,40.1322,18,2.2296,29.1446,1,273,3.663,17,0.007,0.007,0.012,0.007,22,0.545,0.667,18,1,0,0,0,0,0,0,0,4
2018-08-02,52.8516,17,3.1089,40.6394,1,265,4.5283,16,0.007,0.007,0.012,0.007,18,0.667,0.923,13,1,0,0,0,0,0,0,0,8
2018-08-03,26.4324,14,1.888,24.6801,0,227,3.5242,11,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,0,0,4
2018-08-04,52.5801,24,2.1908,28.6384,0,221,6.7873,17,0.029,0.029,0.052,0.029,20,2.6,3.467,15,1,0,0,0,0,0,0,1,10
2018-08-05,46.6566,22,2.1208,27.7223,0,242,5.3719,18,0.003,0.003,0.006,0.003,27,0.222,0.429,14,0,0,0,0,0,0,0,0,2
