date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,subscribers,video_thumbnail_impressions,video_thumbnail_impressions_ctr,estimated_unique_viewers,estimated_partner_revenue,estimated_partner_ad_revenue,youtube_ad_revenue,estimated_partner_adsense_revenue,ad_impressions,cpm,playback_based_cpm,estimated_monetized_playbacks,likes,dislikes,shares,card_clicks,cards_shown,card_teaser_clicks,card_teasers_shown,end_screen_element_clicks,end_screen_elements_shown
2018-05-31,415.436,111,3.7427,43.9452,1,1519,4.4766,96,0.0,0.0,0.0,0.0,0,,,0,2,0,0,0,0,0,73,1,35
2018-06-01,366.6459,103,3.5597,41.7965,2,1452,4.2011,91,0.0,0.0,0.0,0.0,0,,,0,4,0,1,0,0,0,74,1,33
2018-06-02,475.8736,124,3.8377,45.0609,2,1584,4.798,109,0.0,0.0,0.0,0.0,0,,,0,3,0,2,0,1,1,85,1,51
2018-06-03,411.9148,109,3.779,44.3722,2,1582,4.7408,90,0.0,0.0,0.0,0.0,0,,,0,9,0,1,0,1,1,77,0,40
2018-06-04,506.9453,130,3.8996,45.7876,0,1633,5.5726,106,0.0,0.0,0.0,0.0,0,,,0,5,0,1,0,0,0,85,2,52
2018-06-05,451.0908,125,3.6087,42.3725,1,1428,5.3221,98,0.0,0.0,0.0,0.0,0,,,0,2,0,1,0,1,1,81,0,32
2018-06-06,471.7188,123,3.8351,45.0307,1,1475,4.678,101,0.0,0.0,0.0,0.0,0,,,0,4,0,2,0,0,0,83,0,59
2018-06-07,471.0871,129,3.6518,42.8787,3,1638,5.0061,104,0.0,0.0,0.0,0.0,0,,,0,5,0,3,0,2,2,91,0,61
2018-06-08,436.4275,112,3.8967,45.7535,0,1463,4.853,90,0.0,0.0,0.0,0.0,0,,,0,5,0,0,0,0,0,76,1,40
2018-06-09,445.1644,112,3.9747,46.6695,1,1441,4.8577,89,0.0,0.0,0.0,0.0,0,,,0,10,0,2,2,3,3,70,0,42
2018-06-10,535.4144,126,4.2493,49.8942,0,1569,5.29,105,0.0,0.0,0.0,0.0,0,,,0,7,1,1,0,1,0,90,2,51
2018-06-11,435.1929,123,3.5381,41.5439,2,1626,5.1046,107,0.0,0.0,0.0,0.0,0,,,0,2,0,2,1,2,2,78,0,39
