date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,subscribers,video_thumbnail_impressions,video_thumbnail_impressions_ctr,estimated_unique_viewers,estimated_partner_revenue,estimated_partner_ad_revenue,youtube_ad_revenue,estimated_partner_adsense_revenue,ad_impressions,cpm,playback_based_cpm,estimated_monetized_playbacks,likes,dislikes,shares,card_clicks,cards_shown,card_teaser_clicks,card_teasers_shown,end_screen_element_clicks,end_screen_elements_shown
2018-05-31,464.9459,110,4.2268,57.7692,2,975,7.7949,96,0.0,0.0,0.0,0.0,0,,,0,23,0,4,0,1,2,67,0,123
2018-06-01,379.0663,116,3.2678,44.6626,0,1463,4.5796,86,0.0,0.0,0.0,0.0,0,,,0,20,0,1,0,6,4,53,0,89
2018-06-02,108.7295,40,2.7182,37.1513,0,465,5.5914,31,0.0,0.0,0.0,0.0,0,,,0,4,0,1,0,2,1,14,0,30
2018-06-03,105.9503,33,3.2106,43.8809,0,229,8.2969,27,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,15,1,29
2018-06-04,61.8502,20,3.0925,42.2667,1,194,5.6701,20,0.0,0.0,0.0,0.0,0,,,0,2,0,0,0,0,0,10,0,16
2018-06-05,185.9882,43,4.3253,59.1158,2,337,8.6053,40,0.0,0.0,0.0,0.0,0,,,0,2,0,0,0,4,2,27,0,38
2018-06-06,162.18,63,2.5743,35.1838,0,410,7.8049,39,0.0,0.0,0.0,0.0,0,,,0,1,0,0,0,0,0,20,0,36
2018-06-07,234.0697,69,3.3923,46.3642,0,629,8.1081,64,0.0,0.0,0.0,0.0,0,,,0,4,0,0,0,0,0,29,1,38
2018-06-08,146.6593,44,3.3332,45.5558,1,511,5.4795,35,0.0,0.0,0.0,0.0,0,,,0,3,1,0,0,0,0,21,0,29
2018-06-09,284.3593,76,3.7416,51.1376,0,633,7.8989,63,0.0,0.0,0.0,0.0,0,,,0,5,0,3,0,0,0,40,0,52
2018-06-10,188.7555,66,2.8599,39.0879,1,668,7.0359,62,0.0,0.0,0.0,0.0,0,,,0,2,0,0,0,2,1,25,0,39
2018-06-11,311.5754,79,3.944,53.9042,0,572,9.0909,67,0.0,0.0,0.0,0.0,0,,,0,3,0,1,0,0,0,46,1,72
